id,text,incident_types,type_labels,severity,severity_label
7654,television footage showed uprooted trees lying on top of collapsed mud and thatch huts and sheets of corrugated iron which had been ripped from roofs scattered on the ground,"['emergency', 'infrastructure_related', 'buildings', 'other_infrastructure', 'weather_related', 'storm']","[9, 14, 2, 22, 34, 30]",Red,2
2614,if you ve got anything you can give for haiti earthquake please go to www oxfam org uk pls rt,"['emergency', 'aid_related', 'other_aid']","[9, 1, 21]",Yellow,1
16214,since a week there are rainning a lot in north of the country is this a cyclone,"['emergency', 'request', 'aid_related', 'food', 'shelter', 'direct_report']","[9, 25, 1, 12, 28, 6]",Yellow,1
2546,however i must stress that the united nations system s efforts to mobilize international assistance to fight the catastrophic fires must continue while the return period of earlier destructive cyclones in bangladesh lay between thirty to fifty years recent ones are recurring nearly every eight years significantly increasing the frequency of devastating cyclones a hydrological drought occurs when precipitation has been reduced for an extended period of time and water supplies found in streams lakes rivers an,"['emergency', 'aid_related', 'water', 'food', 'money', 'death', 'other_aid', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'floods', 'storm', 'fire', 'earthquake', 'other_weather']","[9, 1, 33, 12, 19, 5, 21, 14, 22, 34, 11, 30, 10, 7, 23]",Black,3
17211,the french red cross on reunion has lost one vehicle damaged and their radio transmitter has been knocked out of commission,['emergency'],[9],Green,0
15452,the quake destroyed or disrupted much of the water systems in the area surrounding the epicenter with the whole of the zemmouri village remaining without running water and most of the area around it continuing to lack reliable electricity supply,"['emergency', 'aid_related', 'water', 'electricity', 'weather_related', 'earthquake', 'direct_report']","[9, 1, 33, 8, 34, 7, 6]",Red,2
19767,since 22 november 2008 there has been 719 4 mm of rainfall and cyclonic winds up to 80km hr in the jaffna peninsula causing widespread flooding a week of heavy rain has caused severe flooding in parts of mozambique as the harsh winter sets in more people are in danger of dying in the freezing conditions karachi pakistan s largest city was hit by rains that resulted in floods that destroyed at least 500 homes most seriously tropical cyclone yemyin hit southern balochistan and another storm struck karachi kil,"['emergency', 'request', 'aid_related', 'medical_help', 'medical_products', 'water', 'food', 'shelter', 'money', 'refugees', 'death', 'transport', 'buildings', 'electricity', 'weather_related', 'floods', 'storm', 'earthquake', 'cold']","[9, 25, 1, 15, 16, 33, 12, 28, 19, 24, 5, 32, 2, 8, 34, 11, 30, 7, 4]",Black,3
13538,immediate needs included drinking water sanitation shifting people from camps to villages temporary shelters repairing fishing crafts psycho social counseling cleaning debris and pumping waters out of living areas,"['emergency', 'request', 'aid_related', 'water', 'shelter', 'other_aid']","[9, 25, 1, 33, 28, 21]",Yellow,1
2664,similarly the country is also in need of fully equipped self mobilizing and smart medical teams of orthopedic surgeons anesthetists neurologists paramedics general surgeons etc,['emergency'],[9],Green,0
14137,they washed ashore in madagascar on monday on a makeshift liferaft,['emergency'],[9],Green,0
8824,this was the seventh death reported by the dengue surveillance cell this month,"['emergency', 'aid_related', 'medical_help', 'death']","[9, 1, 15, 5]",Black,3
14303,the alert raised from level one which indicates an anomaly is the most serious declared at the ruined plant since march 2011 when a quake generated tsunami knocked out reactor cooling systems and sparked meltdowns,"['emergency', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'floods', 'earthquake', 'other_weather']","[9, 14, 22, 34, 11, 7, 23]",Red,2
15052,blessed and highly favored im gonna make the best out today ready for this snow storm wanna be cuddled up with him when it come later,"['emergency', 'weather_related', 'cold', 'direct_report']","[9, 34, 4, 6]",Yellow,1
16672,the international community has geared up relief efforts for tsunami devastated south and southeast asia as the death toll from a powerful earthquake and ensuing tsunamis has risen to 150 000,"['emergency', 'aid_related', 'death', 'other_aid', 'weather_related', 'storm', 'earthquake']","[9, 1, 5, 21, 34, 30, 7]",Black,3
6051,there was a earthquake at cap haitien anorth haiti in 1842 the assessment was rest unknown,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
17141,elsewhere in the country measles and a deadly epidemic of meningitis have broken out,"['emergency', 'aid_related', 'medical_help']","[9, 1, 15]",Red,2
8542,i am in the locality of fayette section petit boukan 3 on the way to gressier help never got there until now,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
8008,the ministers agreed to enhance cooperation on translation and digitization of heritage illicit trafficking of antiquities and cultural property protection of world heritage and to support the full implementation of the relevant unesco conventions,['emergency'],[9],Green,0
5885,where is food being distributed today i am a disaster victim in sovona,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
16192,20 boxes large of baby supplies toiletries and canned food,"['emergency', 'aid_related', 'medical_products', 'food']","[9, 1, 16, 12]",Yellow,1
13459,coastal storm early warning system in vietnam usaid ofda provides funding to the undp for the implementation of a radio based coastal warning system,"['emergency', 'offer', 'aid_related', 'money']","[9, 20, 1, 19]",Yellow,1
10684,listen i did not find any food yet in the north west nor did i receive the prepaid top up phone card for my mobile are we going to receive it too,"['emergency', 'aid_related', 'medical_help', 'food', 'money', 'other_aid']","[9, 1, 15, 12, 19, 21]",Red,2
17296,we are on route dalles have you forgotten about us,['emergency'],[9],Green,0
10399,associated press reports that road crews have repaired a flood damaged road along the limpopo river enabling trucks to deliver food and relief supplies to chiacalane 120 miles north of maputo,"['emergency', 'aid_related', 'food', 'other_aid', 'transport', 'weather_related', 'floods']","[9, 1, 12, 21, 32, 34, 11]",Red,2
5900,beijing sludge blocked roads are keeping urgent food and medicine from reaching survivors of deadly mudslides in northwest china officials said monday as rescuers ended the search for hundreds still missing,"['emergency', 'aid_related', 'medical_products', 'clothing', 'missing_people', 'death', 'weather_related', 'other_weather']","[9, 1, 16, 3, 18, 5, 34, 23]",Black,3
2950,hello please i need information on the the children they need to adopt sorry i don t have a radio please send the response to me on this number please,"['emergency', 'request', 'direct_report']","[9, 25, 6]",Green,0
5385,when the roads became impassable he hiked through fog and sun,['emergency'],[9],Green,0
1393,the national director of health and the head of the department of environmental health visited the two districts and found that the local population is drinking untreated river water,"['emergency', 'aid_related', 'medical_help', 'water']","[9, 1, 15, 33]",Red,2
7222,the new department of foreign affairs trade and development will maintain the mandate of poverty alleviation and humanitarian assistance,['emergency'],[9],Green,0
13755,typhoon kammuri which hit the north of the country on 7 august has caused widespread devastation in the provinces of lao cai yen bai and phu tho,"['emergency', 'aid_related', 'medical_help', 'infrastructure_related', 'transport', 'other_infrastructure', 'weather_related', 'floods', 'storm', 'direct_report']","[9, 1, 15, 14, 32, 22, 34, 11, 30, 6]",Red,2
14769,in the previous year pakistan experienced the worst disaster in its history as the torrential waters swept across major parts of pakistan,"['emergency', 'aid_related', 'other_aid', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'floods', 'storm']","[9, 1, 21, 14, 22, 34, 11, 30]",Red,2
6891,one of the main difficulties in fighting the fire lies with the fact that the only truly effective way to extinguish the fires is to do so on the ground even if efforts are duly facilitated by water bombing operations and that the necessary manpower needs to be mobilized and trained to that effect,"['emergency', 'weather_related', 'fire']","[9, 34, 10]",Red,2
3014,i do not have anywhere to go to school what can i do,['emergency'],[9],Green,0
17848,the royal government of cambodia estimates that the damage is in excess of usd 100 million and includes destroyed or damaged rice and subsidiary crops covering 421 569 hectares damage and destruction of 988 schools 170 heath centres and clinics 4 121 kilometres of primary and secondary road systems and more than 115 major bridges and overpasses,"['emergency', 'aid_related', 'other_aid', 'infrastructure_related', 'transport', 'buildings', 'hospitals', 'aid_centers', 'other_infrastructure', 'weather_related', 'other_weather']","[9, 1, 21, 14, 32, 2, 13, 0, 22, 34, 23]",Red,2
18122,the majority of the funds will be used to equip medical staff on the ground with the medicines and supplies most needed including broad spectrum antibiotics antiseptics and pain relief medication for trauma injuries oral rehydration salts and anti malarial drugs,"['emergency', 'aid_related', 'medical_help', 'medical_products']","[9, 1, 15, 16]",Red,2
12131,we need water and a tent at delmas 60 thank you,"['emergency', 'request', 'aid_related', 'water', 'shelter', 'direct_report']","[9, 25, 1, 33, 28, 6]",Yellow,1
3931,thanks please keep sending me information,['emergency'],[9],Green,0
7626,countries like tanzania are starting to realize that their immigration laws are not adequate to deal with the phenomenon of mixed migration whereby refugees asylum seekers economic migrants and even victims of human trafficking may be using the same routes means of transport and smuggling networks to reach a shared destination but are driven by different motives and have different claims to protection and humanitarian assistance,"['emergency', 'aid_related', 'refugees']","[9, 1, 24]",Yellow,1
16472,arrived from santiago i have classes at 5 30 i go to bed and read fanfics in the morning just as if i were on vacation lol,['emergency'],[9],Green,0
12904,any restaurants willing to donate containers for prepared foods and soups sirecovers sihelp helpsi sandyvolunteer,['emergency'],[9],Green,0
4972,hello we are here in the zone williamson we need help we have a famine and it is more than we can take we need food we need water we are eating whatever we can find,"['emergency', 'request', 'aid_related', 'water', 'food', 'direct_report']","[9, 25, 1, 33, 12, 6]",Yellow,1
13148,as of 12 p m sunday one person whose name was not given had been killed and 12 others injured in suining the civil affairs ministry said in a statement posted on its website,['emergency'],[9],Green,0
1767,some 38 of the country s 64 districts in the north centre and east have been at least partly submerged by one of the worst floods in years caused by snow melt and heavy monsoon downpours in north and east india,"['emergency', 'weather_related', 'floods', 'storm']","[9, 34, 11, 30]",Red,2
7691,local fish and wildlife are heavily contaminated with radioactive cesium 137 and local biologists claim evidence of high levels of mutations in both flora and fauna,"['emergency', 'weather_related', 'other_weather']","[9, 34, 23]",Yellow,1
8213,hi 4636 did you diffuse this information that to night it will have an eathquake because i hear they say it give me more precision or explanation about that please,"['emergency', 'request', 'weather_related', 'earthquake', 'direct_report']","[9, 25, 34, 7, 6]",Red,2
9598,thanks for all the concerns prayers so far sandy hasn t hit but wind is 65 mph and the rain has started city is deserted pray4nyc,"['emergency', 'weather_related', 'storm', 'direct_report']","[9, 34, 30, 6]",Red,2
12555,i was a victim living in the capital i m in rheto rhetoric i need help finishing school and then going to study in a higher learning,"['emergency', 'request', 'aid_related', 'money', 'other_aid', 'direct_report']","[9, 25, 1, 19, 21, 6]",Yellow,1
10317,in the village of navukailagi on the island of gau fiji where there is severe coastal erosion pace sd assisted with the construction of a groyne to stop flooding and a mangrove seedling nursery for planting a protective coastline forest,"['emergency', 'aid_related', 'shelter', 'weather_related', 'floods']","[9, 1, 28, 34, 11]",Red,2
9253,is it provides for the tsunami of cap,['emergency'],[9],Green,0
7567,can we have message about the up coming hurricane how is it about port au prince,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
5472,field reports indicate that the wheat sorghum and cotton crops will die before the harvest due to inoperable irrigation systems,['emergency'],[9],Green,0
14843,russian red cross is planning to use unspent money chf 17 861 for elaboration printing and dissemination 30 000 leaflets for the population residing in 70 settlements located along amur river,"['emergency', 'aid_related', 'refugees', 'other_aid']","[9, 1, 24, 21]",Yellow,1
11688,the fund administered by the committee to encourage corporate philanthropy an international nonprofit forum of over 100 ceos and chairpersons dedicated to advocating and practicing corporate philanthropy can be accessed at www southasiaearthquakerelief org,['emergency'],[9],Green,0
7858,i have a problem talking to people in port au prince please its talking to people god bless us,"['emergency', 'aid_related', 'medical_products', 'search_and_rescue', 'electricity', 'tools', 'weather_related', 'fire', 'direct_report']","[9, 1, 16, 26, 8, 31, 34, 10, 6]",Red,2
6760,the local district offices have thus been assigned to ready their flood prevention equipment including water pumps and sandbags,"['emergency', 'aid_related', 'search_and_rescue', 'security', 'water', 'other_aid', 'infrastructure_related', 'electricity', 'tools', 'aid_centers', 'weather_related', 'floods']","[9, 1, 26, 27, 33, 21, 14, 8, 31, 0, 34, 11]",Red,2
18413,i d love to take a collection of anything needed clothes flashlights food etc can you tell me what is needed and where i can drop it off mid week thank you,"['emergency', 'aid_related', 'food', 'clothing']","[9, 1, 12, 3]",Yellow,1
8117,i ve heard that st marc and port de paix were hit by a weak earthquake today i d like a confirmation on that info,"['emergency', 'aid_related', 'other_aid', 'weather_related', 'earthquake']","[9, 1, 21, 34, 7]",Red,2
18140,they forget fontamara 43 labelaire about helps,"['emergency', 'aid_related', 'other_aid']","[9, 1, 21]",Yellow,1
3489,stagnant waters left by the floods are a lethal breeding ground for diarrhoeal and waterborne diseases at potentially epidemic levels skin infections and other public health threats such as malaria leptospirosis and dengue fever,"['emergency', 'aid_related', 'medical_help', 'water', 'weather_related', 'floods']","[9, 1, 15, 33, 34, 11]",Red,2
12314,1 500 vulnerable families received pigs chickens and ducks for backyard farming,['emergency'],[9],Green,0
11614,indeed the social and environmental conditions which had made the livestock production and herbage utilisation system sustainable in the past no longer exist to support the traditional livestock grazing system,['emergency'],[9],Green,0
12953,i need information on the news,['emergency'],[9],Green,0
16714,hello i am a victim of the quake i am sending the message because we need 5 tents with food and water at village eden impasse desmangles,"['emergency', 'request', 'aid_related', 'water', 'food', 'shelter', 'weather_related', 'earthquake', 'direct_report']","[9, 25, 1, 33, 12, 28, 34, 7, 6]",Red,2
7639,i received all your messages but what i am asking need to get an answe for is,['emergency'],[9],Green,0
5549,isiolo 20 march 2012 irin wildfires have destroyed large tracts of grassland in northern kenya giving rise to fears of conflict between pastoralist communities amid an already serious food security crisis,"['emergency', 'aid_related', 'food', 'weather_related', 'fire']","[9, 1, 12, 34, 10]",Red,2
1002,i have a food hander s license i can help cook deliver meals clean up kitchen help serve food i would like to help deliver food to those with out access to elevators especially in the housing lower east side food kitchens etc,['emergency'],[9],Green,0
1061,the five large quilts given to zahid s children will help them brave the increasingly chilly mountain nights now that they are living in a tent rather than their ancestral home which became too dangerous to inhabit after saturday s massive tremor,"['emergency', 'request', 'aid_related', 'medical_help', 'medical_products', 'security', 'death', 'other_aid', 'transport', 'weather_related', 'floods']","[9, 25, 1, 15, 16, 27, 5, 21, 32, 34, 11]",Black,3
8510,the snow also caused the collapse of 126 247 pylons 2 686 of which were above 110 kilovolts,"['emergency', 'buildings', 'electricity', 'weather_related', 'cold']","[9, 2, 8, 34, 4]",Yellow,1
18422,the new design has broken new ground in the design of county hospitals within the dprk incorporating elements that improve efficiency in staff and patient movement space utilisation and patient comfort as well as improving safety standards and improving the utility of clinical and patient care areas,"['emergency', 'aid_related', 'medical_help', 'infrastructure_related', 'hospitals']","[9, 1, 15, 14, 13]",Red,2
4768,in particular local cultivation of vegetables such as tomatoes peppers and leafy green vegetables and tubers such as potatoes should be strongly promoted as a long term strategy to address the problem of micronutrient deficiencies,['emergency'],[9],Green,0
4388,the rain is stuping us from are sleep fontamara street 27 jeannot prola area delwi dekayt,"['emergency', 'request', 'weather_related', 'storm', 'direct_report']","[9, 25, 34, 30, 6]",Red,2
15783,the local production of enriched foods under the wfp scheme has not reached its full potential mainly due to difficulties in the supply of energy and packaging materials and logistic problems typical for the dprk industrial environment,['emergency'],[9],Green,0
14380,northern zambezia and much of the province of nampula may be little affected by the forthcoming drought facilitating seed multiplications for distribution to the drought susceptible regions of the program,"['emergency', 'aid_related', 'food', 'weather_related', 'other_weather']","[9, 1, 12, 34, 23]",Yellow,1
9568,however it s feared further rain will cause problems with the swollen yangtze river placing greater strain on the already waterlogged dikes,"['emergency', 'weather_related', 'floods', 'storm']","[9, 34, 11, 30]",Red,2
13637,while assuring all possible assistance to the state the prime minister said a central team would be deputed after municipal elections in andhra pradesh to assess the damage,"['emergency', 'aid_related', 'other_aid']","[9, 1, 21]",Yellow,1
19788,this forced wapda to purchase more thermal energy from ipps causing negative value addition,['emergency'],[9],Green,0
4540,moreover three water purification teams have been active along with mobile kitchen teams with the capacity to produce 6 000 meals day,['emergency'],[9],Green,0
17666,people we don t have housing it s raining in foche what can we do,"['emergency', 'request', 'aid_related', 'shelter', 'buildings', 'weather_related', 'storm', 'direct_report']","[9, 25, 1, 28, 2, 34, 30, 6]",Red,2
6087,can you give me some informations about the earthquaque that they foresee for the next days i like so much the job that you are doing,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
6525,power cuts and collapsed transmission lines also forced the suspension of some rail services partly because an earlier coal shortage was compounded by difficulties in transporting coal to and from snow bound areas,"['emergency', 'transport', 'electricity', 'weather_related', 'cold']","[9, 32, 8, 34, 4]",Yellow,1
17179,on the night of 15 to 16 july a hail storm with strong winds in lab middle guinea damaged homes and affected 869 households and destroyed 322 hectares of crops according to un and government humanitarian officials just back from an evaluation of the area,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
10752,heavy rain flooded basements of the houses and washed away domestic animals,"['emergency', 'buildings', 'weather_related', 'floods']","[9, 2, 34, 11]",Red,2
10609,please my profession is mechanic truck driver car driver and operator for loarder and excavator thank you for your patience we spent the night in the name of jesus,['emergency'],[9],Green,0
16073,world vision will finish the thailand tsunami programme next month having completed more than 400 homes livelihood activities for more than 5 000 people construction of eight new schools 32 childcare and family friendly centres a sewing and batik making centre boat building centre organic rice farming centre plant nursery and fishing group building,"['emergency', 'aid_related', 'food', 'shelter', 'clothing', 'infrastructure_related', 'hospitals', 'aid_centers', 'other_infrastructure', 'weather_related', 'storm']","[9, 1, 12, 28, 3, 14, 13, 0, 22, 34, 30]",Red,2
7772,the government said over 2 000 medical teams were trying to contain the spread of diseases such as diarrhoea amid reports that hundreds of people have fallen ill after drinking floodwater or eating rotten food,"['emergency', 'aid_related', 'medical_help', 'medical_products', 'water', 'food', 'weather_related', 'floods']","[9, 1, 15, 16, 33, 12, 34, 11]",Red,2
2146,stocking up on water food and warm blankets sandy s gon na be a fierce one,"['emergency', 'aid_related', 'water', 'food', 'shelter', 'weather_related', 'storm']","[9, 1, 33, 12, 28, 34, 30]",Red,2
17206,six thousand families will be given tents by caritas pakistan until they can find more permanent accommodation,"['emergency', 'aid_related', 'shelter']","[9, 1, 28]",Yellow,1
4333,we need a doctor in arcahaie where are they,"['emergency', 'request', 'aid_related', 'medical_help']","[9, 25, 1, 15]",Red,2
2662,it is believed that an estimated 250 000 300 000 of the people who fled the volcanic lava flows made their way across the border into rwanda on thursday january 17,"['emergency', 'aid_related', 'refugees', 'weather_related', 'other_weather']","[9, 1, 24, 34, 23]",Yellow,1
8675,u ceisme i ve lost everything i want you to help me,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
14014,the nation s railway system an important mode of transportation for millions was also under guard after the key north south beijing guangzhou line was disrupted by bilis stranding thousands of residents in train cars symptoms of leptospirosis are similar to those of dengue fever such as fever with initial shivers severe headache abdominal pain nausea vomiting loss of appetite change in the color of skin and the whites of the eyes muscle pain mostly in the calf area diarrhea and a skin rash,['emergency'],[9],Green,0
18233,the rcsc dispatched three rapid assessment teams immediately after the first reports indicated the seriousness of the flood situation in shaanxi sichuan and xinjiang,"['emergency', 'aid_related', 'medical_help', 'search_and_rescue', 'weather_related', 'floods']","[9, 1, 15, 26, 34, 11]",Red,2
7053,pissed i lost power but atleast i have a generator thankgod sandynj,"['emergency', 'direct_report']","[9, 6]",Green,0
19738,we need help at delmas 75 across from kiskeya christian school thank u,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
586,how many more aftershocks are we to expect,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
9975,i reside in the southern of haiti i d like more information on the earthquake,"['emergency', 'weather_related', 'earthquake', 'direct_report']","[9, 34, 7, 6]",Red,2
10533,interseismic strain accumulation measured by gps in the seismic gap nbetween constituci ö n and concepci ö n in chile estaba clarito desde 2007,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
3194,war shattered afghanistan does not have a meteorological agency that can provide information about the scale of earthquakes,['emergency'],[9],Green,0
16025,the following australian aid agencies are collecting cash donations to assist communities devastated by the earthquake and are signatories to the acfid code of conduct which requires high standards of public accountability,"['emergency', 'aid_related', 'money', 'weather_related', 'earthquake', 'direct_report']","[9, 1, 19, 34, 7, 6]",Red,2
2953,my mother is 76 she is diabetic she need help and medications,"['emergency', 'request', 'aid_related', 'medical_help', 'medical_products', 'direct_report']","[9, 25, 1, 15, 16, 6]",Red,2
2266,ro computer we don t have light etc we have church for all the children we need chairs medicts pleasethink of us and comes to visit us,['emergency'],[9],Green,0
5598,i would like to receive information about how to protect myself during potential earthquake please help,"['emergency', 'request', 'aid_related', 'other_aid', 'weather_related', 'earthquake', 'direct_report']","[9, 25, 1, 21, 34, 7, 6]",Red,2
4375,the attacks on health facilities and the wider pattern of indiscriminate bombardment of towns and villages often hitting homes farms and health and education facilities constitute war crimes human rights watch said,"['emergency', 'aid_related', 'medical_help', 'military', 'infrastructure_related', 'buildings', 'hospitals']","[9, 1, 15, 17, 14, 2, 13]",Red,2
5597,at a paris news conference the solidarites agency added its voice to the un run agencies already warning that the evacuation of international staff from food aid programmes could leave millions of afghans facing starvation,"['emergency', 'aid_related', 'food']","[9, 1, 12]",Yellow,1
11492,haiti and earthquake disaster watch haiti and earthquake pieces left behindhaiti and earthquakehaiti and eart http bit ly 5xxo9q,"['emergency', 'buildings', 'weather_related', 'earthquake']","[9, 2, 34, 7]",Red,2
5382,before they was obliged buy water alaska 2 for 5 gourdes now that is a better thanks for your support,['emergency'],[9],Green,0
16387,the reduced production is entirely to be attributed to the insufficient irrigation water available to the plant at its most crucial stages tillering head development flowering and early yield formation,['emergency'],[9],Green,0
6698,troops and disaster officials have also been seeking to defuse threats from dozens of unstable quake lakes created by quake caused landslides choking rivers and endangering hundreds of thousands of people downstream,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
16343,sir please help us we are 100 flood effected people we did not got any id card of the nation sir you help us location village kachipul district kamber shahdadkot taluko qubo saeed khan,"['emergency', 'request', 'aid_related', 'money', 'other_aid', 'weather_related', 'floods', 'direct_report']","[9, 25, 1, 19, 21, 34, 11, 6]",Red,2
17065,after shocks continue to shake the area and survivors afraid to return to what is left of their houses sleep in the open with temperatures dropping to 10 degrees,"['emergency', 'aid_related', 'shelter', 'buildings', 'weather_related', 'earthquake', 'cold']","[9, 1, 28, 2, 34, 7, 4]",Red,2
3826,is still there help in food for the poor,"['emergency', 'aid_related', 'food']","[9, 1, 12]",Yellow,1
4148,the us geological survey said the earthquake west of the indonesian island of sumatra measured 9 0 on the richter scale making it the largest quake worldwide in four decades,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
3965,i d like to know what the forecast for tonight is,['emergency'],[9],Green,0
7944,we want to thank digicel for letting us send text messages we are in bois moquette upper petion ville we have no destroyed house but we need water and food we lost our job we lost people,"['emergency', 'request', 'aid_related', 'water', 'food', 'death', 'buildings', 'direct_report']","[9, 25, 1, 33, 12, 5, 2, 6]",Black,3
13242,in northeastern afghanistan huge mudslides and powerful aftershocks are terrifying quake survivors huddling without food or shelter in the mountains,"['emergency', 'aid_related', 'food', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'earthquake', 'other_weather']","[9, 1, 12, 14, 22, 34, 7, 23]",Red,2
3498,i m in third year of computing sciences in university ruben leconte that collapsed the director died when i got back home i diden t find mom or dad or bro,"['emergency', 'aid_related', 'death']","[9, 1, 5]",Black,3
16186,more than 10 000 people have been forced to evacuate their homes in san fernando valley and other areas in california where raging wildfires continue to burn,"['emergency', 'aid_related', 'shelter', 'other_aid', 'weather_related', 'fire', 'other_weather']","[9, 1, 28, 21, 34, 10, 23]",Red,2
9771,the third flood crest which formed july 14 after torrential rains pelted the yangtze river valley passed through jingjiang hubei province thursday evening and were pressing towards wuhan home to some 4 million people the xinhua news agency said,"['emergency', 'weather_related', 'floods', 'storm']","[9, 34, 11, 30]",Red,2
18470,you can help those affected by countless crises around the world each year by making a financial gift to the american red cross international response fund which will provide immediate relief and long term support through supplies technical assistance and other support to help those in need,"['emergency', 'aid_related', 'medical_help', 'money', 'weather_related', 'floods']","[9, 1, 15, 19, 34, 11]",Red,2
11013,west sumatra governor gamawan fauzi admitted the government needed to improve the quality of construction in the city of almost one million people which lies near one of the most volatile seismic fault lines in the world,"['emergency', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'earthquake']","[9, 14, 22, 34, 7]",Red,2
2638,during these communal sessions targeting men and women separately topics such as handwashing use of latrines and water filtration are discussed at length in order to improve community practices and reduce the incidence of diseases,['emergency'],[9],Green,0
8364,there are many challenges we must face together including critical issues such as the involvement of people at the community level resettlement and financial accountability for the enormous outpouring of aid,['emergency'],[9],Green,0
9541,high winds have continued causing power outages across the southern region,"['emergency', 'electricity', 'weather_related', 'storm']","[9, 8, 34, 30]",Red,2
9331,if i am a profesional and i would like to find a job who may i contact,['emergency'],[9],Green,0
6544,fritz institute is a non profit organization dedicated to addressing complex operational challenges in the delivery of humanitarian aid to people and communities in need worldwide,"['emergency', 'offer', 'aid_related', 'other_aid']","[9, 20, 1, 21]",Yellow,1
4279,this halloween is wack af can t do shit out here cause of the fukkin hurricane,"['emergency', 'aid_related', 'military', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'storm']","[9, 1, 17, 14, 22, 34, 30]",Red,2
11364,hello we need aid in the area of destra pemiyen because we were hit hard by the catastrophe just like leogane was torn apart please do this for us,"['emergency', 'request', 'aid_related', 'other_aid', 'buildings', 'weather_related', 'other_weather', 'direct_report']","[9, 25, 1, 21, 2, 34, 23, 6]",Yellow,1
10208,matmo is packing gusts of up to 173 kilometres per hour 107mph and is forecasted to first hit taiwan early wednesday before heading west to china from the afternoon to evening,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
7760,it seems there as people alive under the rubble ad infotronic an urgent intervention is needed for this school,"['emergency', 'aid_related', 'search_and_rescue', 'other_aid', 'buildings']","[9, 1, 26, 21, 2]",Red,2
13064,the people cannot find food hunger is killing them please send the police so the street vendors can lower the price of the food,"['emergency', 'aid_related', 'security', 'food', 'infrastructure_related', 'other_infrastructure']","[9, 1, 27, 12, 14, 22]",Yellow,1
12484,if you want to donate to haiti earthquake relief http tinyurl com ya6kpzm via aplusk,"['emergency', 'request', 'aid_related', 'money', 'weather_related', 'earthquake']","[9, 25, 1, 19, 34, 7]",Red,2
8291,the expert was reinforced by a team of other researchers who later arrived with measuring instruments making it possible to improve the monitoring of volcanic activity in the area,"['emergency', 'tools', 'weather_related', 'other_weather']","[9, 31, 34, 23]",Yellow,1
8757,this is where registered afghan returnees arrive in government chartered buses receive final briefings on the danger posed by landmines get any necessary inoculations and surrender their refugee identity cards to officials of unhcr s partner agency in iran the bureau for aliens and foreign immigrants affairs bafia,"['emergency', 'aid_related', 'medical_help']","[9, 1, 15]",Red,2
2442,in 11 days 2 teams buried 87 bodies including a nurse an ambulance driver and a janitor drafted into removing bodies as they piled up at the only area hospital ill equipped to deal with the dangerous pathogen,"['emergency', 'aid_related', 'death', 'infrastructure_related', 'hospitals']","[9, 1, 5, 14, 13]",Black,3
14554,on thursday flood waters from upstream coupled with rising flood tides in the cuu long mekong river caused floods in the delta region,"['emergency', 'aid_related', 'water', 'infrastructure_related', 'hospitals', 'weather_related', 'floods', 'earthquake']","[9, 1, 33, 14, 13, 34, 11, 7]",Red,2
13082,a recent assessment in the area pointed a high rate of infant malnutrition mortality and morbidity,['emergency'],[9],Green,0
7889,could i know when the earthquake will be pass again,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
16141,we need help in croix des bouquets call me for more infos,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
1570,the indication of success of the insertion of the concrete balls can be seen from the rising content of h2s hydrogen sulfide gas as it indicates lower pressure from below a specially configured usaf c 130 aircraft intended for unconventional warfare operations will employ its all weather day night and foliage penetration surveillance capabilities to help authorities assess the depth of damage to mozambique and to assist in identifying any missed pockets of survivors in need of rescue some have fled to citie,"['emergency', 'aid_related', 'medical_products', 'search_and_rescue', 'water', 'food', 'refugees', 'electricity']","[9, 1, 16, 26, 33, 12, 24, 8]",Red,2
1398,we do have any kindle we do have a small lamp,['emergency'],[9],Green,0
