id,text,incident_types,severity,type_labels,severity_label
2361,"Emergencynakinasasangkutanngpersoncollapsedandmayfiresabahay,walangagarangpanganib.","['Medical', 'Fire']",Green,"[2, 3]",0
3667,"Incident reported: may accident sa road, wala nang buhay.",['Accident'],Black,[0],3
2156,"Emergency na kinasasangkutan ng pagguho ng lupa and nahihirapan huminga, urgent help needed.","['Natural Disaster', 'Medical']",Red,"[3, 4]",2
3959,"Authorities alerted: toxic smell and armadong pagnanakaw, deceased.","['Other', 'Crime']",Black,"[1, 5]",3
1520,"Critical alert: epekto ng bagyo, needs treatment soon.",['Natural Disaster'],Yellow,[4],1
3929,"Urgent situation: road blockage and pananakit ng dibdib, walang agarang panganib.","['Other', 'Medical']",Green,"[3, 5]",0
10307,hello in this area we need assistance such as water nutritional products tents things for emessage cut off,['Other'],Yellow,[5],1
9734,the process of compensating 4 459 seriously injured at kedarnath in rudrapryag district is still on,['Other'],Yellow,[5],1
3626,"Inalerto ang mga awtoridad: nag-crash yung kotse, wala nang buhay.",['Accident'],Black,[0],3
722,"May naiulat na kitchen fire, deceased.",['Fire'],Black,[2],3
9369,villagers continue with makeshift repairs in bitter sub zero weather,['Other'],Green,[5],0
5351,"Incident reported: aksidente sa trak, no signs of life.",['Accident'],Black,[0],3
9512,it was scary i remember it vividly the earthquake caused a tsunami,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
4466,"uhm May naiulat na baha and nag-crash yung kotse, no signs of life.","['Natural Disaster', 'Accident']",Black,"[0, 4]",3
5013,"Incident reported: smoke coming out, delayed care ok.",['Fire'],Yellow,[2],1
4683,"uhm Parang may difficulty breathing and karahasan sa bahay, kailangan ng tulong pero stable.","['Medical', 'Crime']",Yellow,"[1, 3]",1
7017,new york city is completely closed unbelievable sandy maps new york city http t co stqkmxmr,['Other'],Green,[5],0
6846,i am hungry and can t find any food where can i go to get help,['Other'],Yellow,[5],1
3798,"There is a may holdap and may flood reported, delayed care ok.","['Crime', 'Natural Disaster']",Yellow,"[1, 4]",1
9626,i have never seen one police circulating in matisan thank you,['Other'],Green,[5],0
7812,monterey bay rn lvn needed for gtube patient santa cruz http tinyurl com y8m37gq jobs,"['Medical', 'Other']",Yellow,"[3, 5]",1
234,"Urgent sitution: public disturbnce, no signs of life.",['Other'],Black,[5],3
3734,"Emergency reported involving loud explosion sound, no signs of life.",['Other'],Black,[5],3
3118,"Urgent situation: truck bangga and mysterious noise, deceased.","['Accident', 'Other']",Black,"[0, 5]",3
3078,"Authorities alerted: may taong bumagsak and road crash, safe to wait.","['Medical', 'Accident']",Green,"[0, 3]",0
1264,"Authorities alerted: nahihirapang huminga and heavy rainfall, no signs of life.","['Medical', 'Natural Disaster']",Black,"[3, 4]",3
4612,"Emergency reported involving may taong bumagsak, kailangan ng agarang tugon.",['Medical'],Red,[3],2
1268,"Emergency reported involving nahihirapang huminga, wala nang buhay.",['Medical'],Black,[3],3
6064,the chief of the air staff was also briefed on the medical care and services provided by this fifty bedded hospital to quake victims,['Other'],Green,[5],0
10494,please where can i find a card for food i am hungry too also if i could find a small job please,['Other'],Yellow,[5],1
3323,"Urgent situation: motorcycle crash, expectant category. pls help",['Accident'],Black,[0],3
8149,i am in thomassin number 32 in the area named pyron i would like to have some water thank god we are fine but we desperately need water thanks,['Other'],Yellow,[5],1
9477,please help those of us who left pap for the countryside,['Other'],Yellow,[5],1
6322,food water ten mile run w my biffie family home with me safely enjoying a bloody mary now come at us sandy i am ready,['Other'],Green,[5],0
6881,as internally displaced persons idps they have missed two agricultural seasons leaving them fully dependent on food assistance mostly provided by the wfp,['Other'],Yellow,[5],1
9454,this cash for work project which provided wages to 200 people is part of mercy corps work in the horn of africa which historic drought triggered widespread famine last year,"['Accident', 'Crime', 'Medical', 'Natural Disaster', 'Other']",Black,"[0, 1, 3, 4, 5]",3
3098,"Responders needed for kitchen fire nd truck bngg, not brething.","['Fire', 'Accident']",Red,"[0, 2]",2
9034,the attack came on monday afternoon when a group of six to 12 men carrying guns and grenades marched into the office and fired indiscriminately before setting off the grenades at 4 15 pm local time,"['Crime', 'Other']",Yellow,"[1, 5]",1
8879,ng oma said her department was also looking for big tents to keep pupils in schools after scores of classroom blocks collapsed and others developed cracks,"['Accident', 'Other']",Yellow,"[0, 5]",1
1259,"Authorities alerted: may usok na lumalabas, posibleng may sugatan.",['Fire'],Yellow,[2],1
5420,"Insidente: walang malay na pasyente and building on fire, expectant category.","['Medical', 'Fire']",Black,"[2, 3]",3
9359,we re dying of hunger please help,['Other'],Yellow,[5],1
7987,government offices and many private organizations closed at 3pm to reduce traffic congestion,['Other'],Green,[5],0
7757,december 13 2005 islamabad pakistan with winter storms approaching and an estimated three million earthquake survivors living without adequate shelter from the bitter cold catholic relief services crs says it is in a race against time to prevent a second wave of deaths from the disaster,"['Crime', 'Medical', 'Natural Disaster', 'Other']",Black,"[1, 3, 4, 5]",3
3383,"Ipadala ang mga yunit para sa kitchen fire and hayop na na-trap, deceased.","['Fire', 'Other']",Black,"[2, 5]",3
5815,the death toll from the 7 7 trembler has leveled out at 30 000 people while also leaving more than 400 000 houses destroyed,"['Accident', 'Crime', 'Natural Disaster', 'Other']",Black,"[0, 1, 4, 5]",3
10180,to improve families diet and child feeding practices through the promotion of kitchen gardening and health education on healthy eating and appropriate infant feeding especially proper breastfeeding with food demonstrations,['Other'],Green,[5],0
3644,"Insidente: electrical fire, kailangan ng tulong pero stable.",['Fire'],Yellow,[2],1
7076,it was casued by an earthquake measuring 7 0 on the richter scale,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
173,"Urgent situation: pinsala mula sa lindol, konti lang sugat.",['Natural Disaster'],Green,[4],0
7025,preparations were underway for a mass cremation in the flood ravaged holy town of kedarnath with rescue workers ordered to collect tonnes of fire wood amid concerns of an outbreak of disease from rotting bodies officials said,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 3, 4, 5]",2
3057,"Emergency na kinasasangkutan ng salpukan ng sasakyan, safe to wait.",['Accident'],Green,[0],0
7900,most climate models also predict that india will be hit more and more by extreme rainfall events as the world continues to warm in the coming decades said the cse,['Other'],Green,[5],0
3426,"Critical alert: person collapsed and nawalang mountaineer, kailangan ng agarang tugon.","['Medical', 'Other']",Red,"[3, 5]",2
6747,the assembly will meet at 10 a m tomorrow wednesday 28 november to continue its consideration of oceans and the law of the sea and of the agreement to implement provisions of the law of the sea convention relating to straddling and migratory fish stocks,['Other'],Green,[5],0
213,"Kailangan ng responders para sa mysterious noise and hit and run, delayed care ok. uhm","['Other', 'Accident']",Yellow,"[0, 5]",1
5649,"Critical alert: may kakaibang amoy, needs treatment soon.",['Other'],Yellow,[5],1
5415,"Authorities alerted: aksidente sa kotse and seizure, urgent help needed.","['Accident', 'Medical']",Red,"[0, 3]",2
5921,in thachatchai the 20 houses closest to the shore are wooden stilt houses,['Other'],Green,[5],0
10704,we are in gonave island they sent a lot of aid to the anse galette mayor s office but we did not find anything so was are asking the officials to,"['Accident', 'Other']",Yellow,"[0, 5]",1
8487,this is the third grant awarded to the irc by saerf which was organized and administered by the u s based committee encouraging corporate philanthropy,"['Crime', 'Natural Disaster', 'Other']",Yellow,"[1, 4, 5]",1
3188,"Agarang sitwasyon: may holdap, kailangan ng tulong pero stable.",['Crime'],Yellow,[1],1
3272,"Responders needed for car accident and domestic violence, konti lang sugat.","['Accident', 'Crime']",Green,"[0, 1]",0
10423,in the south cayes it s rainning fall since the day befor yesterday till now,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
7352,i need food and water i am in need everybody else got something not me yet,['Other'],Yellow,[5],1
1874,"may There is a car accident reported, safe to wait.",['Accident'],Green,[0],0
8937,with the ministry of rural rehabilitation and development as the major counterpart the wes programme aims to construct or rehabilitate handpumps dug wells boreholes latrines piped water systems and sanitation systems,['Other'],Green,[5],0
8318,if someone asks you about your birthday do not hesitate to say january 12 2010 let say the new birthday of all survivors is jan 12 2010,['Other'],Green,[5],0
7991,there is no doctor to help more than 50 people in this hospital said a relative of an unconcious man,['Other'],Green,[5],0
8034,does someone can sleep inside of the house,['Other'],Green,[5],0
8283,are you gonna let us die in gommiers please send us help,"['Crime', 'Other']",Black,"[1, 5]",3
694,"Emergency reported involving storm surge and road crash, urgent help needed. uhm","['Natural Disaster', 'Accident']",Red,"[0, 4]",2
1668,"Kritikal na alerto: not breathing, expectant category.",['Medical'],Black,[3],3
1230,"Narinig ko ang pinsala mula sa lindol and vehicle collision, urgent help needed.","['Natural Disaster', 'Accident']",Red,"[0, 4]",2
7536,clothes shoes baby clothes soap baby swing and walker,"['Medical', 'Other']",Yellow,"[3, 5]",1
9765,the under sea quake measuring up to 8 7 on the richter scale came just three months after an even bigger temblor in the same region sent giant waves crashing into 11 nations killing over 270 000 people,"['Crime', 'Natural Disaster', 'Other']",Black,"[1, 4, 5]",3
8321,hey send for haiti we don t send a water bag i want to know if jesus wan t come in the earth for every body cause i see in all the zone our is more neglijed,['Other'],Yellow,[5],1
6981,no work tomorrow going to be with hubby the kids enough food cookies to sink a ship gears 3 marathon thanks sandy frankenstorm,['Other'],Yellow,[5],1
502,"Narinig ko ang gumuhong tulay, life-threatening injuries.",['Other'],Red,[5],2
5567,"Responders needed for nahihirapang huminga, wala nang buhay. pls help",['Medical'],Black,[3],3
6280,a flash flood triggered by seasonal rain down poured bogor depok and some area of jakarta since tuesday 23 january 2007 and the overflow of ciliwung and other jakarta s small rivers hit at least 5 sub districts in jakarta and depok,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
10422,namibian forces have set up bases inside angola in an operation aimed at ending unita rebel raids in northeastern namibia a move a local human rights group has condemned as a dangerous escalation in windhoek s involvement in the angolan conflict,"['Crime', 'Other']",Yellow,"[1, 5]",1
8558,leogane was badly damaged we in needs of tents asap,['Other'],Yellow,[5],1
1321,"There is a seizure and may flood reported, walking wounded.","['Medical', 'Natural Disaster']",Green,"[3, 4]",0
7678,there are reports of widespread power and telecommunications outages,"['Accident', 'Other']",Yellow,"[0, 5]",1
3079,"Agarang sitwasyon: inilikas ang gusali, deceased.",['Other'],Black,[5],3
5235,"Emergency reported involving banggaan sa kalsada, walking wounded.",['Accident'],Green,[0],0
4997,"Dispatch units for chemical spill, kailangan ng tulong pero stable.",['Other'],Yellow,[5],1
3785,"Grabe, typhoon impact and not breathing! expectant category.","['Natural Disaster', 'Medical']",Black,"[3, 4]",3
9082,i need food and care i lived in delma my house was broken everyone died i am with my cousin i can stay at gonaives we are sleeping at peoples home still but we are hungry,"['Accident', 'Crime', 'Medical', 'Other']",Black,"[0, 1, 3, 5]",3
6387,oh waw snow storm plzz tell me we not gonna do this all over again please tweet any questions or needs regarding your fitness facility following sandy precor,"['Natural Disaster', 'Other']",Yellow,"[4, 5]",1
405,"Parang may may flood, expectant category. uhm",['Natural Disaster'],Black,[4],3
10266,water supplies portable tanks piping purification units and tankers for up to 70 000 refugees in pakistan,['Other'],Yellow,[5],1
4125,"Narinig ko ang sapilitang pasok, no signs of life.",['Crime'],Black,[1],3
6041,the chaotic evacuation of towns and villages in flood affected areas means some vulnerable people have become separated from male family members putting them at a disadvantage the elderly women and children are often unable to reach the bags or parcels being distributed especially when mobs besiege the aid trucks,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
8198,the first major criticism of foreign media coverage of the disaster followed a recent report on a satellite television network of bootleg video footage being sold at a yangon market,['Other'],Green,[5],0
6735,the aid efforts of tzu chi or btcf short for the buddhist tzu chi foundation is designed around the belief of having that compassionate humanistic touch where humanism and egalitarianism with a special consideration to vulnerable populations of whom need special assistance and where the dignity of disaster survivors are upheld at the forefront of all the projects implemented a holistic approach to providing humanitarian aid,"['Accident', 'Crime', 'Natural Disaster', 'Other']",Red,"[0, 1, 4, 5]",2
114,"Emergency na kinasasangkutan ng may taong bumagsak and may accident sa road, needs treatment soon. uhm","['Medical', 'Accident']",Yellow,"[0, 3]",1
6600,this misery will kill me please help me,"['Crime', 'Other']",Black,"[1, 5]",3
4714,"Ipadala ang mga yunit para sa may fire sa bahay and karahasan sa bahay, expectant category.","['Fire', 'Crime']",Black,"[1, 2]",3
1929,"Emergency reported involving lost hiker and walang malay na pasyente, no signs of life.","['Other', 'Medical']",Black,"[3, 5]",3
7903,i have left port au prince since january 14th and it s hunger that s killing us we have no clothes to wear a little cup of rice is 35 we can t support take the first section,['Other'],Yellow,[5],1
4762,"Kailangan ng responders para sa pananakit ng dibdib, hindi na humihinga.",['Medical'],Black,[3],3
4974,"Incident reported: loud explosion sound, walang agarang panganib.",['Other'],Green,[5],0
10211,everyone do not forget the people of merger we don t have any water we are hungry if it rains we will all die,"['Accident', 'Crime', 'Natural Disaster', 'Other']",Black,"[0, 1, 4, 5]",3
6921,is looking to communicate with cauquenes maule region chile after the earthquake,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
6950,about how many people died in the earthquake in the capital,"['Crime', 'Natural Disaster', 'Other']",Black,"[1, 4, 5]",3
4359,"Inalerto ang mga awtoridad: difficulty breathing, hindi na humihinga.",['Medical'],Black,[3],3
8955,they said the wells are still contaminated with dirty water and the stench of decomposed corpses,"['Crime', 'Other']",Black,"[1, 5]",3
3586,"Incident reported: difficulty breathing and truck bangga, life-threatening injuries.","['Medical', 'Accident']",Red,"[0, 3]",2
156,"Responders needed for may seizure yung pasyente and vehicle collision, wala nang buhay.","['Medical', 'Accident']",Black,"[0, 3]",3
7761,they sleep in vast open spaces they are drinking filthy water from an unreliable water source i am worried a lot since i don t know what to do please find a way for me to continue,['Other'],Yellow,[5],1
8194,a changing climate also has both bad and good effects more people are under threat from heat waves for instance but some elderly people also survive better with milder winters,['Other'],Green,[5],0
6566,in another serious incident on 18 august in amran governorate an estimated 21 civilians including four children and two women were killed and 28 others injured reportedly after an airstrike by coalition forces hit the office of the teachers syndicate,"['Accident', 'Crime', 'Other']",Black,"[0, 1, 5]",3
10602,please we are staying in a church there are no wounded but we are in dire need of food water gas our house is completely leveled,"['Accident', 'Other']",Yellow,"[0, 5]",1
7466,please help us we are in primati malgro they gave them stuff but we did not get any it s like you have to fight get something we are hungry thirsty and we are suffering please help us,"['Medical', 'Other']",Red,"[3, 5]",2
4712,"Emergency na kinasasangkutan ng motorcycle crash, walang agarang panganib.",['Accident'],Green,[0],0
5077,"Emergency reported involving storm surge and banta ng baril, hindi na humihinga.","['Natural Disaster', 'Crime']",Black,"[1, 4]",3
1016,"Agarang sitwasyon: not breathing and banta ng baril, kailangan ng agarang tugon. pls help","['Medical', 'Crime']",Red,"[1, 3]",2
2754,"Urgent situation: typhoon impact, deceased.",['Natural Disaster'],Black,[4],3
2773,"Urgent situation: hindi matukoy na tunog and nasusunog na istruktura, walang agarang panganib.","['Other', 'Fire']",Green,"[2, 5]",0
5467,"There is a stampede and walang malay na pasyente reported, hindi na humihinga.","['Other', 'Medical']",Black,"[3, 5]",3
7081,thanks to an additional grant by americares usaid has been able to complete its investment in wells transmission lines the treatment plant and a large elevated storage tank,"['Accident', 'Other']",Yellow,"[0, 5]",1
6800,great efforts have been put into the re building of water control facilities since the floods receded and all the waterspouts have been reconstructed and water control facilities damanged by flooding restored,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
2539,"Dispatch units for baha and sunog sa bahay, hindi na humihinga.","['Natural Disaster', 'Fire']",Black,"[2, 4]",3
6396,the peak for dengue cases is generally during september end but due to intermittent rains last month the temperature got stabilized to about 25 degrees celsius conducive to breeding of the aedes mosquito in late may 2009 it was cyclone aila causing major flooding further deaths and destruction officials said the floods triggered by unusually heavy monsoon season rains in orissa and neighboring upstream states had washed away 4 000 houses and damaged 18 000 homes in the same low lying area that was savaged b,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 3, 4, 5]",2
2859,"Help! may usok na lumalabas, walking wounded.",['Fire'],Green,[2],0
5994,hi 4636 did you give the news for tonight on an eventuel earthquake i heard a lot persons say that i would want that you gave me more precision,"['Accident', 'Crime', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 1, 3, 4, 5]",2
4347,"Authorities alerted: typhoon impact, posibleng may sugatan. pls help",['Natural Disaster'],Yellow,[4],1
3235,"may Help! heavy rainfall, walking wounded.",['Natural Disaster'],Green,[4],0
5078,"uhm Parang may smoke coming out and kombulsyon, no signs of life.","['Fire', 'Medical']",Black,"[2, 3]",3
5555,"Emergency reported involving maraming tao nagkakagulo and motorcycle crash, walking wounded.","['Other', 'Accident']",Green,"[0, 5]",0
2747,"Kailangan ng responders para sa burning structure and earthquake damage, wala nang buhay.","['Fire', 'Natural Disaster']",Black,"[2, 4]",3
8780,i can bring clothing food money if it s helpful,['Other'],Yellow,[5],1
9931,i don t where i need to go to get help i need more info aabout it,['Other'],Green,[5],0
7239,thanks to god i am not sick now i would like to have a job like technician please can you help me thanks,['Other'],Green,[5],0
10106,a brutal demonstration of the paranoia gripping the city was the lynching of two arab miners in gao on march 7 after an islamist attack on bamako,"['Crime', 'Other']",Black,"[1, 5]",3
10238,people say that they will open school in port au prince please school won t be possible this year ok,['Other'],Green,[5],0
840,"Critical alert: nag-crash yung kotse, expectant category.",['Accident'],Black,[0],3
5168,"Kritikal na alerto: banta ng baril and nahihirapan huminga, life-threatening injuries.","['Crime', 'Medical']",Red,"[1, 3]",2
6103,good evening people of boulevard 15 octobre we are in need,['Other'],Yellow,[5],1
8387,i d like to know some information about the earthquake,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
5419,"Responders needed for rod crsh, kilngn ng grng tugon.",['Accident'],Red,[0],2
8278,the advices are good is true but i can t put them into pratice because i can t hardly live i still feel that i m under rubbles please help me live i m tire,['Other'],Green,[5],0
2022,"Insidente: pananakit ng dibdib, wala nang buhay.",['Medical'],Black,[3],3
2038,"Inalerto ang mga awtoridad: pagguho ng lupa, kailangan ng tulong pero stable.",['Natural Disaster'],Yellow,[4],1
7310,the three gorges dam on the yangtze china s longest river will likely experience another flood peak tuesday afternoon amid heavy rain in its upper reaches,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
1604,"There is a typhoon impact reported, hindi na humihinga.",['Natural Disaster'],Black,[4],3
1716,"Ipadala ang mga yunit para sa landslide and may lost child, safe to wait.","['Natural Disaster', 'Other']",Green,"[4, 5]",0
1812,"Ipadala ang mga yunit para sa car accident and break-in, deceased.","['Accident', 'Crime']",Black,"[0, 1]",3
10239,does it the earthquake is finish the people don t have the house to destruct can yours houses,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
3241,"may Responders needed for assault, not breathing.",['Crime'],Red,[1],2
9885,please we are in leogane we have not got water or tent or food please we ok thanks in advace send me an answer,['Other'],Yellow,[5],1
2087,"Inalerto ang mga awtoridad: electrical fire, severe bleeding.",['Fire'],Red,[2],2
7618,meanwhile the islamic extremist group has maintained the momentum of its more conventional attacks capturing the town of baga last week on the border with chad and deliberately executing http www newyorker com news news desk boko haram death toll civilians earlier reports of up to 2 000 dead by amnesty international have been disputed by the military,"['Accident', 'Natural Disaster', 'Other']",Yellow,"[0, 4, 5]",1
9922,floods were also recorded in the city of jingdezhen and expected at boyang lake one of china s largest freshwater lakes both on the yangtze,"['Medical', 'Natural Disaster', 'Other']",Red,"[3, 4, 5]",2
10666,additional relocation convoys are planned from other sites over the next weeks,['Other'],Green,[5],0
7165,the rains have also cause water and electricity shortages cabinet division and pakistan red crescent society have provided 1100 tents and 8000 blankets beside other items including complete bedding 55 large durries 45 clothes bales 120 socks 1500 pairs jersey 1300 medicines worth 150 000 kerosene stoves 300 ladies cotton shawls 20 kitchen items 100 hurricane lamps 100 and food items about 9 metric ton,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 3, 4, 5]",2
8836,i m talking with my cousin from talca all the old adobe houses are destroyed and almost all the houses in http tumblr com xfy6xi7s5,"['Accident', 'Other']",Yellow,"[0, 5]",1
3598,"Thereisanahihirapanghumingaandcaraccidentreported,nosignsoflife.","['Medical', 'Accident']",Black,"[0, 3]",3
8832,children and elderly are still hurt but haven t died we have been to the doctor s but if we find help like food and medicine we will use it,"['Medical', 'Other']",Yellow,"[3, 5]",1
588,"Emergency reported involving lalaking may kutsilyo, wala nang buhay. pls help",['Crime'],Black,[1],3
2174,"Dispatch units for nahihirapang huminga and aksidente sa trak, kailangan ng agarang tugon. pls help","['Medical', 'Accident']",Red,"[0, 3]",2
3314,"Responders needed for flooding and building on fire na, walking wounded.","['Natural Disaster', 'Fire']",Green,"[2, 4]",0
7169,admitted one month ago with severe gastrointestinal infections including diarrhoea fever and vomiting she suffers from malnutrition dehydration and a parasitic infection and will not likely be discharged for another three weeks,['Other'],Green,[5],0
2320,"Urgent situation: hindi humihinga and snake sighting, expectant category.","['Medical', 'Other']",Black,"[3, 5]",3
920,"Emergency na kinasasangkutan ng armadong pagnanakaw and walang malay na pasyente, delayed care ok.","['Crime', 'Medical']",Yellow,"[1, 3]",1
9658,satellite imagery indicates that rainfall amounts were well above the five year average over the whole of western ethiopia during the first dekad of november while other parts of the country especially somali east and south oromia and parts of afar received below normal rainfall,['Other'],Green,[5],0
4287,"uhm Ipadala ang mga yunit para sa aksidente sa kotse, kailangan ng tulong pero stable.",['Accident'],Yellow,[0],1
5370,"Agarang sitwasyon: nag-crash yung kotse and may usok na lumalabas, delayed care ok.","['Accident', 'Fire']",Yellow,"[0, 2]",1
2667,"Inalerto ang mga awtoridad: vehicle collision and epekto ng bagyo, possible fracture.","['Accident', 'Natural Disaster']",Yellow,"[0, 4]",1
894,"Parang may nag-assault, urgent help needed.",['Crime'],Red,[1],2
5249,"Insidente: building on fire and typhoon impact, hindi na humihinga. uhm","['Fire', 'Natural Disaster']",Black,"[2, 4]",3
3285,"Inalerto ang mga awtoridad: tao bumagsak, walang agarang panganib.",['Medical'],Green,[3],0
2217,"uhm Incident reported: hayop na na-trap and may break-in sa bahay, possible fracture.","['Other', 'Crime']",Yellow,"[1, 5]",1
9813,my youngest son who is six has severe stomach cramps and diarrhoea in the same year tokyo also unveiled what was billed as the world s first wide scale quake alert system designed to give public utilities and citizens a few seconds advance notice before a tremor reaches them it is important to consider the fact that ibnat town being located at the western edge of the wereda and at an altitude of around 2000 meters still part of the highlands which enjoy generally more favourable climatic conditions wildfire,"['Accident', 'Crime', 'Fire', 'Medical', 'Natural Disaster', 'Other']",Black,"[0, 1, 2, 3, 4, 5]",3
4981,"Help! landslide nangyari and lost hiker, no signs of life.","['Natural Disaster', 'Other']",Black,"[4, 5]",3
1611,"uhm May naiulat na may usok na lumalabas, hindi na humihinga.",['Fire'],Black,[2],3
7270,an official added that the facilities are using jhelum river water and are purifying all chemical and bacterial contamination,['Other'],Green,[5],0
3490,"Grbe, dog ttck nd cr ccident! decesed.","['Other', 'Accident']",Black,"[0, 5]",3
1579,"Narinig ko ang nahihirapan huminga, deceased.",['Medical'],Black,[3],3
8628,good evening do you send to us some water in christ roi in rue akasya please thank you very much,['Other'],Green,[5],0
3975,"Help! wild animal loose, life-threatening injuries.",['Other'],Red,[5],2
9333,please earmark your check horn of arica crisis,['Other'],Green,[5],0
6456,some families braved the blasts and the acrid smoke to try to salvage what was left of their belongings,"['Fire', 'Natural Disaster', 'Other']",Red,"[2, 4, 5]",2
1250,"Help! niwng pshero nd not brething, life-thretening injuries.","['Other', 'Medical']",Red,"[3, 5]",2
4,"Parang may gumuhong tulay and lalaking may kutsilyo, severe bleeding. uhm","['Other', 'Crime']",Red,"[1, 5]",2
319,"Kailangan ng responders para sa may usok na lumalabas and pagguho ng lupa, expectant category.","['Fire', 'Natural Disaster']",Black,"[2, 4]",3
2233,"Grabe, may taong bumagsak and car accident! urgent help needed.","['Medical', 'Accident']",Red,"[0, 3]",2
3399,"may Help! hindi humihinga, no signs of life.",['Medical'],Black,[3],3
7045,news and information on the earthquake in haiti,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
5796,we need electricity in leogane because if there s it we take our pleasure please think for us,"['Accident', 'Other']",Yellow,"[0, 5]",1
2924,"Incident reported: banggaan sa kalsada and may usok na lumalabas, deceased. pls help","['Accident', 'Fire']",Black,"[0, 2]",3
3142,"Kritikal na alerto: may seizure yung pasyente and domestic violence, deceased.","['Medical', 'Crime']",Black,"[1, 3]",3
9708,a team of russian experts has joined monitoring activities along the songhua river and based on a bilateral agreement chinese experts will join the russian team downstream,['Other'],Green,[5],0
1042,"Authorities alerted: tao nagwawala and may flood, wala nang buhay.","['Other', 'Natural Disaster']",Black,"[4, 5]",3
10327,while the focus is to save lives and fight diseases it is also important to address underlying risks such as solid and liquid waste industrial chemicals sewage treatment and the salinization of drinking water who and unicef have reported that their efforts to combat polio appear to have resulted in its eradication in the northern western and eastern provinces six people drowned overnight in assam state as they tried to escape gushing floodwaters in bamboo rafts state relief and rehabilitation minister bhumi,"['Accident', 'Crime', 'Medical', 'Natural Disaster', 'Other']",Black,"[0, 1, 3, 4, 5]",3
10140,he demanded that ethiopia be excluded from the igad technical committee overseeing the reconciliation process presently composed of the frontline states djibouti ethiopia and kenya and the igad secretariat,['Other'],Green,[5],0
5090,"May naiulat na nag-crash yung kotse and nasusunog na gusali, posibleng may sugatan. uhm","['Accident', 'Fire']",Yellow,"[0, 2]",1
5214,"Help! unconscious patient, kailangan ng tulong pero stable.",['Medical'],Yellow,[3],1
8299,we needs some tent in santo 2 blind alley be blanc,['Other'],Green,[5],0
3004,"Narinig ko ang hindi humihinga and aksidente sa kotse, walang agarang panganib.","['Medical', 'Accident']",Green,"[0, 3]",0
7239,thanks to god i am not sick now i would like to have a job like technician please can you help me thanks,['Other'],Green,[5],0
2867,"Responders needed for my flood nd my fire s bhy, severe bleeding.","['Natural Disaster', 'Fire']",Red,"[2, 4]",2
2538,"Emergency reported involving gun threat and storm surge, hindi na humihinga.","['Crime', 'Natural Disaster']",Black,"[1, 4]",3
3969,"Help! nag-crash yung kotse and inilikas ang gusali, expectant category.","['Accident', 'Other']",Black,"[0, 5]",3
9593,in kind or cash donations have been made either bilaterally or through the un system for by the following nations australia austria belgium canada denmark finland france germany greece hungary ireland israel italy japan luxembourg monaco nepal the netherlands new zealand norway oman poland the russian federation singapore spain sweden switzerland turkey and the united kingdom,['Other'],Yellow,[5],1
2681,"Help! pinsala mula sa lindol, posibleng may sugatan.",['Natural Disaster'],Yellow,[4],1
2823,"Agarang sitwasyon: assault and banggaan sa kalsada, life-threatening injuries.","['Crime', 'Accident']",Red,"[0, 1]",2
3491,"Critical alert: domestic violence, expectant category.",['Crime'],Black,[1],3
4470,"Emergency reported involving nasusunog na istruktura and domestic violence, hindi na humihinga.","['Fire', 'Crime']",Black,"[1, 2]",3
5319,"Authorities alerted: building on fire na and heavy rainfall, konti lang sugat.","['Fire', 'Natural Disaster']",Green,"[2, 4]",0
10031,iaf has responded by providing logistical support to the wereda dpp committee to deliver food to the worst affected pas and has also provided 15kg rations on a community based distribution system to 3 000 targeted children in these communities,['Other'],Yellow,[5],1
1554,"Narinigkoangkarahasansabahay,hindinahumihinga.",['Crime'],Black,[1],3
7174,the government need to change the way that help is giving,['Other'],Yellow,[5],1
1855,"Help! pananakit ng dibdib and storm surge, needs treatment soon.","['Medical', 'Natural Disaster']",Yellow,"[3, 4]",1
3799,"may Urgent situation: smoke coming out, walang agarang panganib.",['Fire'],Green,[2],0
3138,"Ipadala ang mga yunit para sa vehicle collision, wala nang buhay.",['Accident'],Black,[0],3
1578,"Responders needed for chest pain, kailangan ng agarang tugon.",['Medical'],Red,[3],2
3259,"Emergency na kinasasangkutan ng hindi humihinga, needs treatment soon. uhm",['Medical'],Yellow,[3],1
10088,but it can be spread through poor infection control practices such as bacteria being passed from patient to patient via contaminated surgical instruments or gloves,['Other'],Yellow,[5],1
